Organisation Name,Trading Name,Certificate ID,Suburb/City,Country,Status,Current Certification Date,Certification Expiry Date,Phone,Email,Website
Cincotta Discount Chemist Warrawong,,3845,WARRAWONG,Australia,Active,2025-06-17,2027-09-17,0242742969,,https://www.cincottachemist.com.au/
Cincotta Discount Chemist Wollongong,,1013,NORTH WOLLONGONG,Australia,Active,2026-06-25,2028-09-25,02 4229 5724,info@cincottachemistwg.com.au,http://www.cincottachemist.com.au/
Cincotta Discount Pharmacy Inala,,2814,INALA,Australia,Active,2026-04-21,2028-07-21,,,
Cincotta Discount Pharmacy Meadowbank,,4856,MEADOWBANK,Australia,Active,2025-06-27,2027-09-27,,,
Cincotta Pharmacy Gregory Hills,,6536,GLEDSWOOD HILLS,Australia,Active,2026-03-07,2028-06-07,,,
Circle Health Pharmacy,,6463,ALTONA NORTH,Australia,Active,2025-03-10,2027-06-10,,,
Circle On Cavill Chempro Chemist,,3079,SURFERS PARADISE,Australia,Active,2024-07-11,2026-10-11,07 5538 0672,circleoncavill@chempro.com.au,https://www.chempro.com.au/
City Beach Pharmacy,,2011,CITY BEACH,Australia,Active,2025-08-23,2027-11-23,0893859400,dispensary@citybeachpharmacy.com,https://www.citybeachpharmacy.com
City Pharmacy,,1460,NEWCASTLE,Australia,Active,2025-02-28,2027-05-27,02 4929 2866,info@citypharmacy.com.au,http://www.citypharmacy.com.au/
Citymed Compounding Pharmacy,,4570,SYDNEY,Australia,Active,2024-10-14,2027-01-14,0292350406,citymedcompounding@gmail.com,https://www.citymedpharmacy.com.au/
Civic Fair Pharmacy,,1701,MOUNT GRAVATT,Australia,Active,2026-03-17,2028-06-16,07 3343 8061,cfp@civicfairpharmacy.net.au,http://www.civicfairpharmacy.com.au/
Clara Street Day & Night Pharmacy,,740,WYNNUM,Australia,Active,2024-10-13,2027-01-13,07 3396 2256,clarastpharmacy@nunet.com.au,
Clare Pharmacy,,1810,CLARE,Australia,Active,2024-10-22,2027-01-22,,,
Clare Valley Family Pharmacy,,6444,AUBURN,Australia,Active,2025-02-08,2027-05-08,0888492159,clarevalleyfamilypharmacy@hotmail.com,https://www.clarevalleyfamilypharmacy.com.au/
Claremont Chemist and Newsagency,,820,CLAREMONT,Australia,Active,2025-11-14,2028-02-14,,,
Claremont Pharmacy,,3668,CLAREMONT,Australia,Active,2025-08-15,2027-11-15,03 6249 1022,sales@claremontpharmacy.com.au,http://www.claremontpharmacy.com.au/
Claremont Plaza Advantage Pharmacy,,2715,CLAREMONT,Australia,Active,2024-06-24,2026-09-24,03 6249 4666,,www.discountdrugstores.com.au
Clarence Town Pharmacy,,5430,CLARENCE TOWN,Australia,Active,2026-04-24,2028-07-24,02 4996 3300,clarencetownpharmacynsw@gmail.com,
Clarke's Amcal Pharmacy,,360,WOY WOY,Australia,Active,2025-06-21,2027-09-21,,,
Clarkson Community Pharmacy,,6373,CLARKSON,Australia,Active,2025-06-28,2027-09-28,08 9407 7093,,
Clavin and Miller Pharmacy,,49,RYE,Australia,Active,2024-11-30,2027-03-01,0359853666,rye.amcal@outlook.com,https://www.amcal.com.au/store-locator/amcal-plus-pharmacy-rye-clavin-miller
Clayfield Day & Night Pharmacy,,4982,CLAYFIELD,Australia,Active,2025-04-23,2027-07-23,07 3262 4144,clayfielddaynight.pharmacy@frednet.com.au,
Claymore Pharmacy,,1945,CLAYMORE,Australia,Active,2026-02-12,2028-05-11,0246271420,claymorepharmacy@bigpond.com,
Clayton Central Pharmacy,,1922,CLAYTON,Australia,Active,2025-04-24,2027-07-24,,,
Clayton's Pharmacy,,1145,BOWRAL,Australia,Active,2025-02-17,2027-05-16,0248611075,claytonspharmacy@acenet.com.au,
Clermont Pharmacy,,1912,CLERMONT,Australia,Active,2024-07-08,2026-08-28,07 4983 1036,grant@clermontpharmacy.com.au,
Cleve Pharmacy,,342,CLEVE,Australia,Active,2026-02-14,2028-05-13,0886282072,clevedistrictpharmacy@gmail.com,https://www.healthsave.com.au/stores/healthsave-cleve-pharmacy
Clifton Hill Pharmacy,,1998,CLIFTON HILL,Australia,Active,2025-06-06,2027-09-06,03 9489 8731,cliftonhill@activepharmacy.com.au,
Clifton Pharmacy,,258,CLIFTON,Australia,Active,2025-02-24,2027-05-23,07 4697 3399,retail@cliftonpharmacy.com.au,
Clifton Pharmacy Outlet,,90,PORT MACQUARIE,Australia,Active,2025-03-06,2027-06-05,0265835653,,
Clinic H Dispensary,,7096,ADELAIDE,Australia,Active,2026-04-28,2028-07-28,,,
Clinic Pharmacy,,3799,MIRANDA,Australia,Active,2025-08-30,2027-11-30,02 9524 4394,,
Clinicare Compounding Pharmacy Maylands,,3450,MAYLANDS,Australia,Active,2025-03-24,2027-06-23,0893704410,info@maylandscompounding.com.au,https://clinicarecompounding.com.au
Clinicare Pharmacy Alkimos,,6980,ALKIMOS,Australia,Active,2024-07-08,2026-10-08,0895631888,,
Clinicare Pharmacy Bruce Rock,,2876,BRUCE ROCK,Australia,Active,2025-06-13,2027-09-13,08 9061 1025,pharmacybrucerock@gmail.com,
Clinicare Pharmacy Ellenbrook,,6361,ELLENBROOK,Australia,Active,2025-12-15,2028-03-15,0862964783,,
Clinicare Pharmacy Narembeen,,3504,NAREMBEEN,Australia,Active,2025-06-13,2027-09-13,08 9064 7373,narembeenpharmacy@gmail.com,http://storelocator.pharmacistadvice.com.au/
Clinicare Pharmacy Quairading,,3207,QUAIRADING,Australia,Active,2024-10-15,2027-01-15,08 9645 1061,quairadingpharmacy@hotmail.com,
Clinicare Pharmacy Victoria Park,,67,VICTORIA PARK,Australia,Active,2026-05-27,2028-08-27,08 9361 9711,vicpark@clinicarepharmacy.com.au,https://www.medadvisor.com.au/Network/ClinicarePharmacyVictoriaPark
Clinicare Pharmacy Wickham,,5947,WICKHAM,Australia,Active,2025-12-13,2028-03-13,0891870708,wickham@clinicarepharmacy.com.au,
Cloncurry Pharmacy,,3135,CLONCURRY,Australia,Active,2025-11-09,2028-02-09,07 4742 1454,,
Clovelly Pharmacy,,863,CLOVELLY,Australia,Active,2025-02-26,2027-05-25,02 9665 1948,clovellyphy@gmail.com,
Cloverdale Family Pharmacy,,2953,CLOVERDALE,Australia,Active,2025-05-13,2027-08-13,08 9277 5205,cloverdale@amcal.net.au,
Clunes Pharmacy,,2971,CLUNES,Australia,Active,2025-06-29,2027-09-29,03 5345 3355,info@clunespharmacy.com.au,
Clyde Street Compounding Pharmacy,,3446,SOUTH GRANVILLE,Australia,Active,2026-05-08,2028-08-08,02 8866 2101,,
Coadys Pharmacy,,3588,CARINGBAH,Australia,Active,2025-03-22,2027-06-21,,,
Cobargo Pharmacy,,4470,COBARGO,Australia,Active,2025-03-02,2027-06-01,02 6493 6500,cobargopharmacy@hotmail.com,
Cobden Pharmacy,,2950,COBDEN,Australia,Active,2025-12-03,2028-03-03,03 5595 1057,cobden@care-plus.com.au,
Cobram Discount Drug Store,,2869,COBRAM,Australia,Active,2025-06-06,2027-09-06,03 5872 1154,cobram@discountdrugstores.com.au,
Cobram Pharmacy,,1597,COBRAM,Australia,Active,2025-08-19,2027-11-19,,,
Coburn & Reid Pharmacy,,3935,ECHUCA,Australia,Active,2026-05-14,2028-08-14,03 5480 6011,contact@coburnandreid.com.au,
Cockatoo Pharmacy,,3613,COCKATOO,Australia,Active,2025-05-08,2027-08-08,03 5968 8555,cockatoopharmacy@gmail.com,
Cockburn Soul Pattinson Chemist,,4652,SUCCESS,Australia,Active,2025-06-11,2027-09-11,08 9499 4537,soulpattinson.cockburn@gmail.com,
Cockburn Super Clinic Pharmacy,,6398,SUCCESS,Australia,Active,2024-07-27,2026-10-27,0894143851,info@csclinicpharmacy.com.au,https://www.csclinicpharmacy.com
Coffey Pharmacy,,2184,KANGAROO POINT,Australia,Active,2025-02-03,2027-05-02,07 3391 2383,craig@coffeypharmacy.com.au,www.coffeypharmacy.com.au
Coffs Discount Chemist,,1666,COFFS HARBOUR,Australia,Active,2025-03-29,2027-06-28,0266523658,coffsdiscount@ramsaypharmacy.com.au,
Coffs Harbour Superclinic Pharmacy,,6779,COFFS HARBOUR,Australia,Active,2025-02-22,2027-05-22,,,
Coffs Northside Centre Pharmacy,,1886,COFFS HARBOUR,Australia,Active,2026-05-12,2028-08-12,0266511044,contact@northsidepharmacy.com.au,
CoffsMed Chemist,,6484,COFFS HARBOUR,Australia,Active,2026-02-12,2028-05-12,0256062258,,
Colac East Pharmacy,,3777,COLAC,Australia,Active,2024-10-15,2027-01-15,,,
Colac Pharmacy,,5839,COLAC,Australia,Active,2025-06-24,2027-09-24,03 5232 2399,,
Colbee Court Chemist,,6139,PHILLIP,Australia,Active,2025-06-28,2027-09-28,02 6156 3821,colbee@ypm.com.mx,
Coleraine Pharmacy,,3454,COLERAINE,Australia,Active,2025-04-05,2027-07-05,03 5575 2178,colerainepharmacy@gmail.com,
Collarenebri Pharmacy,,6070,COLLARENEBRI,Australia,Active,2024-09-05,2026-12-05,02 6756 2288,collipharmacy@gmail.com,
Collaroy Beach Pharmacy,,239,COLLAROY,Australia,Active,2025-06-30,2027-09-30,0299715052,collaroybeachchemist@gmail.com,
Collaroy Plateau Pharmacy,,1815,COLLAROY,Australia,Active,2024-06-18,2026-09-18,02 9982 1091,collaroypharmacy@watsonsgroup.com.au,www.wellbeingpharmacy.com.au
Collie Healthsave Pharmacy,,5482,COLLIE,Australia,Active,2025-11-25,2028-02-25,08 9734 4446,gregs.collie@ppsportal.com.au,http://www.gregs.com.au/
Collinsville Pharmacy,,637,COLLINSVILLE,Australia,Active,2026-05-20,2028-08-20,07 4785 5450,collinsvillepharm@bigpond.com,
Colyton Centre Pharmacy,,4353,COLYTON,Australia,Active,2024-06-30,2026-09-30,02 9623 8330,colytoncentrepharmacy@gmail.com,http://colytoncentrepharmacy.yolasite.com/
Colyton Pharmacy,,4580,NORTH ST MARYS,Australia,Active,2025-06-27,2027-09-27,,,
Commercial Road Pharmacy,,4323,PRAHRAN,Australia,Active,2025-03-24,2027-06-23,,,
Community Care Chemist Bellarine Village,,140,NEWCOMB,Australia,Active,2025-05-09,2027-08-09,,,
Community Care Chemist Belmont,,4456,BELMONT,Australia,Active,2025-02-28,2027-05-27,03 5241 1755,belmont@communitycarechemist.com.au,www.communitychemist.com.au
Community Care Chemist Geelong West,,4455,GEELONG WEST,Australia,Active,2025-03-01,2027-05-28,,,
Community Care Chemist Grovedale,,3430,GROVEDALE,Australia,Active,2025-09-20,2027-12-20,03 5241 4333,grovedale@communitycarechemist.com.au,https://communitycarechemist.com.au
Community Care Chemist Lara,,7094,LARA,Australia,Active,2025-11-24,2028-02-24,03 5246 5809,,
Community Care Chemist North Geelong,,4457,NORTH GEELONG,Australia,Active,2025-02-28,2027-05-27,03 5278 4300,nthgeelong@communitycarechemist.com.au,https://www.communitycarechemist.com.au
Community Health Pharmacy Coburg Village,,950,COBURG NORTH,Australia,Active,2024-12-04,2027-03-04,03 9354 9032,coburgvillage@chpharmacy.com.au,https://independentpharmacies.com.au/store/1123/vic/coburg-village-community-health-pharmacy/
Community Pharmacy,,192,COMO,Australia,Active,2026-03-06,2028-06-05,08 9367 1584,Pharmacist@comopharmacy.com.au,https://www.amcal.com.au/store/3674/wa/amcal-plus-community-pharmacy-como/
Community Pharmacy Friendly Society Glenhuntly,,2441,GLEN HUNTLY,Australia,Active,2024-08-25,2026-11-25,,,
Community Pharmacy Friendly Society Wantirna,,2437,WANTIRNA,Australia,Active,2026-01-30,2028-04-29,,,
Como Pharmacy,,2937,COMO WEST,Australia,Active,2025-05-06,2027-08-06,,,
Complete Care Pharmacy Brighton,,1491,BRIGHTON,Australia,Active,2025-08-15,2027-11-15,,,
Complete Care Pharmacy Burnie,,211,BURNIE,Australia,Active,2024-08-21,2026-11-21,03 6431 1233,,
Complete Care Pharmacy Health Hub,,6529,LAUNCESTON,Australia,Active,2026-02-21,2028-05-21,03 6388 9292,healthhub@twcmgroup.com,
Complete Care Pharmacy Kurri Kurri,,2535,KURRI KURRI,Australia,Active,2025-08-20,2027-11-20,02 4937 1162,shopkurrikurri@frednet.com.au,
Complete Care Pharmacy Landsborough,,416,LANDSBOROUGH,Australia,Active,2026-02-28,2028-05-27,07 5494 1744,landsborough@completecarepharmacies.com.au,https://www.landsboroughchemist.com.au/
Complete Care Pharmacy Rosny Park,,168,ROSNY PARK,Australia,Active,2025-11-21,2028-02-21,03 6244 3921,,https://completecarepharmacies.com.au/
Complete Care Pharmacy South Hobart,,2496,SOUTH HOBART,Australia,Active,2025-11-06,2028-02-06,03 6223 5203,southhobart@completecarepharmacies.com.au,https://www.southhobartpharmacy.com.au
Complete Health Pharmacy,,142,HOME HILL,Australia,Active,2025-05-27,2027-08-27,07 4782 1084,homehill@completehealthpharmacy.com.au,
Concord Hospital Medical Centre Pharmacy,,5269,CONCORD WEST,Australia,Active,2025-06-10,2027-09-10,02 9743 4600,goodpharmacy1@gmail.com,
Concord McIntosh Pharmacy,,3681,CONCORD,Australia,Active,2026-03-27,2028-06-26,02 9743 3822,,
Concord Road Pharmacy,,5052,NORTH STRATHFIELD,Australia,Active,2024-08-25,2026-11-25,0297432222,concordpharmacy@hotmail.com,
Concord West Pharmacy,,4067,CONCORD WEST,Australia,Active,2025-01-23,2027-04-23,02 9743 1116,info@concordwestpharmacy.com.au,http://concordwestpharmacy.com.au/
Condell Park Discount Drug Store,,5041,CONDELL PARK,Australia,Active,2025-06-21,2027-09-21,02 9790 4123,condellpark@discountdrugstores.com.au,https://www.discountdrugstores.com.au/
Condell Park Pharmacy,,4847,CONDELL PARK,Australia,Active,2026-04-29,2028-07-29,0297903136,chemist@condellparkpharmacy.com.au,
Convenient Chemist Wollongong,,52,NORTH WOLLONGONG,Australia,Active,2026-02-23,2028-05-22,02 4229 1528,wollongong@convenientchemist.com,http://www.convenientchemist.com.au/
Coober Pedy Pharmacy,,5711,COOBER PEDY,Australia,Active,2026-06-18,2028-09-18,0886723444,cooberpedy.pharmacy@nunet.com.au,
Cooee Bay Pharmacy,,5155,TARANGANBA,Australia,Active,2025-06-19,2027-09-19,07 4939 4866,pharmacy@cooeebaypharmacy.com,
Coolah Pharmacy,,2611,COOLAH,Australia,Active,2025-06-06,2027-09-06,0263771199,coolah.pharmacy@nunet.com.au,
Coolamon Pharmacy,,648,COOLAMON,Australia,Active,2026-02-20,2028-05-19,02 6927 3204,,
Coolangatta Central Chempro Chemist,,5146,COOLANGATTA,Australia,Active,2026-04-21,2028-07-21,0755994041,,
Coolangatta Chempro Chemist,,2034,COOLANGATTA,Australia,Active,2024-07-02,2026-10-02,0755994419,coolangatta@chempro.com.au,https://www.chempro.com.au
Cooleman Court Pharmacy,,2739,WESTON,Australia,Active,2026-06-03,2028-09-03,02 6288 1867,Disp@coolemancourtpharmacy.com,https://coolemancourtpharmacy.com/
Cooloola Pharmacy,,2965,TIN CAN BAY,Australia,Active,2025-03-01,2027-05-28,07 5486 4304,tincanbay@moffatfamilypharmacies.com.au,https://www.guardianpharmacies.com.au/store-locator/cooloola-pharmacy
Coombabah Chempro Chemist,,1604,COOMBABAH,Australia,Active,2025-03-31,2027-06-30,07 5577 4244,coombabah@chempro.com.au,
Coomera City Centre Chempro Chemist,,6619,UPPER COOMERA,Australia,Active,2025-04-26,2027-07-26,0756554947,,
Coomera City Chempro Chemist,,5584,UPPER COOMERA,Australia,Active,2025-03-01,2027-05-28,,,
Coomera Reserve Road Chempro Chemist,,5530,UPPER COOMERA,Australia,Active,2025-04-16,2027-07-16,0756480661,coomerareserveroad@chempro.com.au,https://www.reserveroadchempro.com.au/
Coomera Waters Pharmacy,,5822,COOMERA,Australia,Active,2025-11-01,2028-02-01,0755000935,,
Coominya Community Pharmacy,,6859,COOMINYA,Australia,Active,2026-03-21,2028-06-21,0754264451,,
Coonabarabran Advantage Pharmacy,,4743,COONABARABRAN,Australia,Active,2025-08-22,2027-11-22,,,
Coonabarabran Chemist,,1891,COONABARABRAN,Australia,Active,2025-03-04,2027-06-03,02 6842 1815,coonabarabran@alliance.com.au,
Coonara Chemist,,2244,WEST PENNANT HILLS,Australia,Active,2025-05-28,2027-08-28,02 9894 4688,coonarachemist@gmail.com,
Coopers Pharmacy Chatham,,847,TAREE,Australia,Active,2026-05-07,2028-08-07,02 6552 2955,chatham@cooperspharmacy.com.au,http://www.cooperspharmacy.com.au
Coopers Pharmacy Taree,,3172,TAREE,Australia,Active,2025-09-24,2027-12-24,0265521743,taree@cooperspharmacy.com.au,http://www.cooperspharmacy.com.au/
Coopers Pharmacy Wingham,,5987,WINGHAM,Australia,Active,2026-05-11,2028-08-11,02 6553 5336,wingham@cooperspharmacy.com.au,http://www.cooperspharmacy.com.au/
Cooranbong Pharmacy & Compounding,,2621,COORANBONG,Australia,Active,2026-01-08,2028-04-07,,,
Coorparoo Discount Pharmacy,,2155,COORPAROO,Australia,Active,2025-03-30,2027-06-29,07 3397 4851,scripts.cdp@gmail.com,https://www.coorparoodiscountpharmacy.com.au
Copper Coast Pharmacists Advice,,5764,KADINA,Australia,Active,2024-11-07,2027-02-07,08 8821 2600,ccpa@frednet.com.au,www.pharmacistadvice.com.au
Coraki Pharmacy,,5117,CORAKI,Australia,Active,2025-05-09,2027-08-09,0266832037,,
Core Pharmacy Tullamarine,,4616,TULLAMARINE,Australia,Active,2025-11-13,2028-02-13,03 9338 1504,core@tullamarinepharmacy.com,
Corinda Day and Night Pharmacy,,3353,CORINDA,Australia,Active,2026-03-10,2028-06-09,,,
Cornwall Street Pharmacy,,6432,WOOLLOONGABBA,Australia,Active,2024-12-15,2027-03-15,0732174074,,
Coronation Day & Night Pharmacy,,4731,ENFIELD,Australia,Active,2026-06-14,2028-09-14,02 9747 3105,coronationpharmacy@nunet.com.au,http://www.healthsave.com.au/stores/healthsave-coronation-parade-night-day-pharmacy/
Coronet Bay Pharmacy,,6943,CORONET BAY,Australia,Active,2025-07-03,2027-10-03,0356780239,coronetbaypharmacy@hotmail.com,
Corrigin Pharmacy & Health Food Centre,,3719,CORRIGIN,Australia,Active,2024-10-16,2027-01-16,08 9063 2094,pharmacy@corriginpharmacy.com.au,
Corrimal Court Pharmacy,,1752,CORRIMAL,Australia,Active,2025-02-05,2027-05-04,0242831198,corrimalcourtpharmacy@hotmail.com.au,
Corryong Pharmacy,,3218,CORRYONG,Australia,Active,2026-04-23,2028-07-23,02 6076 1253,corryongchemist@gmail.com,www.pharmacyalliance.com.au
Costigans Good Price Pharmacy Warehouse,,2241,MARYBOROUGH,Australia,Active,2024-09-30,2026-12-30,0741213184,maryborough@goodpricepharmacy.com.au,https://www.goodpricepharmacy.com.au
Cotham Road Pharmacy,,3708,KEW,Australia,Active,2026-04-03,2028-07-02,0398173676,info@cothamroadpharmacy.com,https://cothamroadpharmacy.com/
Cotton Tree Discount Pharmacy,,4372,COTTON TREE,Australia,Active,2025-03-30,2027-06-29,07 5443 1500,admin@cottontreepharmacy.com.au,http://www.discountdrugstores.com.au/270-cotton-tree/
Cowaramup Pharmacy,,5535,COWARAMUP,Australia,Active,2025-06-27,2027-09-27,08 9755 9880,pharmacist@cowpharmacy.com.au,
Cowell Pharmacy,,4782,COWELL,Australia,Active,2026-02-13,2028-05-12,08 8629 2064,ramsey-cowell@adam.com.au,
Cowes Pharmacy,,359,COWES,Australia,Active,2025-06-10,2027-09-10,,,
Craig Roberts Guardian Pharmacy,,4796,SEMAPHORE,Australia,Active,2025-04-11,2027-07-11,,,
Craig Watson Soul Pattinson Chemist,,1246,MULLUMBIMBY,Australia,Active,2024-07-10,2026-10-10,02 6684 4888,mullpharm2@gmail.com,http://www.soulpattinson.com.au/store-locator/nsw/soul-pattinson-pharmacy-mullumbimby
Craigie Community Chemist,,2288,CRAIGIE,Australia,Active,2025-05-24,2027-08-24,,,
Craigmore North Pharmacy,,5185,CRAIGMORE,Australia,Active,2026-05-26,2028-08-26,08 8284 3266,manager@craigmorenorthpharmacy.com.au,
Craignish Pharmacy,,5669,CRAIGNISH,Australia,Active,2025-03-31,2027-06-30,0741288139,mail@craignishpharmacy.com.au,
Cranbourne Pharmacy,,78,CRANBOURNE,Australia,Active,2024-11-11,2027-02-11,03 5996 8778,info@cranbournepharmacy.com.au,https://cranbournepharmacy.com.au/
Cravens Pharmacy,,2956,ALBERT PARK,Australia,Active,2026-02-08,2028-05-07,,,
Cravens Pharmacy Perth,,1976,PERTH,Australia,Active,2025-08-17,2027-11-17,,,
Crawfords Pharmacy,,3779,BALLARAT,Australia,Active,2025-05-25,2027-08-25,03 5332 2658,crawfordspharmacy@gmail.com,http://www.crawfordspharmacy.com.au/
Creek St Pharmacy,,5819,BRISBANE,Australia,Active,2025-05-19,2027-08-19,,,
Creelman's Pharmacy,,4881,MELBOURNE,Australia,Active,2025-03-19,2027-06-18,03 9663 1943,,http://www.creelmanspharmacy.com.au
Cremorne Pharmacy,,4438,MOSMAN,Australia,Active,2024-10-22,2027-01-22,,,
Cremorne Town Centre Pharmacy,,1762,CREMORNE,Australia,Active,2025-02-11,2027-05-10,02 9908 1155,pharmacy@cremornetcp.com.au,https://www.cremornetowncentrepharmacy.com.au/
Crescent Head Pharmacy,,5007,CRESCENT HEAD,Australia,Active,2026-03-25,2028-06-24,02 6566 0908,crescentheadpharmacy@gmail.com,
Cresthaven Pharmacy,,385,MANSFIELD,Australia,Active,2025-11-15,2028-02-15,,,
Crestmead Chempro Chemist,,1979,CRESTMEAD,Australia,Active,2026-05-17,2028-08-17,07 3803 0111,,
Crestwood Centre Pharmacy,,3753,BAULKHAM HILLS,Australia,Active,2024-07-31,2026-10-31,02 9624 1434,crestwood.pharmacy@gmail.com,
Creswick Pharmacy,,2998,CRESWICK,Australia,Active,2025-04-16,2027-07-16,03 5345 1237,info@creswickpharmacy.com.au,http://www.creswickpharmacy.com.au/contact/
Crib Point Pharmacy,,5809,CRIB POINT,Australia,Active,2025-06-06,2027-09-06,0359838853,cribpointpharmacy@gmail.com,
Cringila Village Pharmacy,,2682,CRINGILA,Australia,Active,2025-04-02,2027-07-01,02 4274 1977,admin@cringilapharmacy.com.au,www.cringilapharmacy.com.au
Crofton Street Pharmacy,,271,BUNDABERG,Australia,Active,2025-04-10,2027-07-10,07 4152 2000,croftonstreet@pharmacyalliance.net,http://croftonstreet.wix.com/crofton-st-pharmacy
Crookwell Soul Pattinson Chemist,,3894,CROOKWELL,Australia,Active,2025-06-24,2027-09-24,0248321177,store@crookwellpharmacy.com.au,
Crows Nest Pharmacy,,4814,CROWS NEST,Australia,Active,2024-11-14,2027-02-14,07 4698 1765,cnpharmacy4355@gmail.com,
Crows Nest Soul Pattinson Chemist,,4214,CROWS NEST,Australia,Active,2025-03-15,2027-06-14,02 9436 4428,crows.nest@rxm.com.au,http://www.soulpattinson.com.au/store-locator/nsw/soul-pattinson-chemist-crows-nest
Croydon Caremore Pharmacy,,4176,CROYDON,Australia,Active,2025-06-19,2027-09-19,0397252233,croydon@caremorepharmacy.com.au,
Croydon Family Pharmacy,,6602,CROYDON,Australia,Active,2025-03-13,2027-06-13,08 8346 2121,hewinpharmacy@gmail.com,
Croydon FamilyCare Pharmacy,,302,CROYDON PARK,Australia,Active,2024-09-08,2026-12-08,08 8346 2121,hewinpharmacy@gmail.com,
